,0
0,0.9999999999444981
1,0.09350786236932973
2,0.058788754064542426
3,0.03246018532861927
4,0.016667751090513883
5,0.0080312525655869
6,0.003632954720967807
7,0.0015405384845758041
8,0.000613779884040877
9,0.00023456698521195918
10,0.0
11,0.046184012210117475
12,0.04748859758984825
13,0.030134716482168256
14,0.015888597725332132
15,0.007702916234317181
16,0.0035378364151587016
17,0.0015556325681754801
18,0.0006610494547580892
19,0.00027767756196250826
20,0.00012215147893801515
21,0.0
22,-0.1124645784396805
23,-0.06907894395713243
24,-0.03982725134628562
25,-0.021614640386159678
26,-0.010997917210289643
27,-0.005213418777272771
28,-0.0022797053487830787
29,-0.0009002936039015363
30,-0.00030335577591533713
31,-6.930296851814788e-05
32,0.0
33,-0.23994257600250712
34,-0.1390272657592666
35,-0.0725409914953341
36,-0.03497441950330815
37,-0.01589970949105557
38,-0.006866575147238985
39,-0.0028024518009452937
40,-0.0010595919237865736
41,-0.0003523962783660295
42,-8.53820075092937e-05
43,0.0
44,-0.22649989875812326
45,-0.03872931640658872
46,0.005872712597951413
47,0.008901948104163337
48,0.005539280481956954
49,0.002802707361389767
50,0.0012756417733145176
51,0.0005403130174670423
52,0.00022061822657803987
53,9.488593844442228e-05
54,0.0
55,0.999999999998504
56,0.31284392620328927
57,0.1267694115923288
58,0.054644097781045065
59,0.023727632178982105
60,0.010107345695541725
61,0.004151049126964956
62,0.0016216111856226512
63,0.000598201945143817
64,0.00021227592192585298
65,0.0
66,-0.22649882786924547
67,-0.03872866929402252
68,0.00587303714667764
69,0.008902125095737179
70,0.005539399499039588
71,0.0028028047506383214
72,0.0012757289774767422
73,0.0005403905269659726
74,0.0002206821528112357
75,9.493082371125894e-05
76,0.0
77,-0.2399423518220427
78,-0.13902707930876623
79,-0.07254086715417829
80,-0.03497434201131999
81,-0.01589965564856155
82,-0.0068665301878465534
83,-0.0028024101185850636
84,-0.001059553340231112
85,-0.0003523630056601057
86,-8.535728057612602e-05
87,0.0
88,-0.11246488786599396
89,-0.06907918227474008
90,-0.03982741738774398
91,-0.021614759679631224
92,-0.010998013867503431
93,-0.00521350509460583
94,-0.002279783876856234
95,-0.0009003616773075596
96,-0.00030340883885338066
97,-6.933652841190074e-05
98,0.0
99,0.04618311297743238
100,0.04748796260956356
101,0.03013435608370696
102,0.01588837804882115
103,0.007702755481081014
104,0.0035377004228078768
105,0.0015555121574637454
106,0.0006609468901105364
107,0.0002775993989847514
108,0.00012210452875938138
109,0.0
110,0.9999999999444981
111,0.09350786236932973
112,0.058788754064542426
113,0.03246018532861927
114,0.016667751090513883
115,0.0080312525655869
116,0.003632954720967807
117,0.0015405384845758041
118,0.000613779884040877
119,0.00023456698521195918
120,0.0
